"salePointName","address","salePointCode","status","openHours__days","openHours__hours","rko","network","openHoursIndividual__days","openHoursIndividual__hours","officeType","salePointFormat","suoAvailability","hasRamp","latitude","longitude","metroStation","distance","kep","myBranch"
"","","","","чт","10:00-19:00","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Митинский» Филиала № 7701 Банка ВТБ (ПАО)","125368, г. Москва, ул. Митинская, д. 35","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.848015","37.355202","Москва, Арбатско-Покровская линия, метро Митино","19591","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Ботанический сад» Филиала № 7701 Банка ВТБ (ПАО)","129323, г. Москва, Лазоревый пр., д. 1А, корп. 2","","открытая","Не обслуживает ЮЛ","null","null","","пн","10:00-19:00","да","Микро (РБ)","Y","N","55.847332","37.638512","Москва, Московское центральное кольцо, станция Ботанический сад","10429","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Митино» Филиала № 7701 Банка ВТБ (ПАО)","125430, г. Москва, ул. Митинская, д. 36, корп. 2","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.847076","37.362152","Москва, Арбатско-Покровская линия, метро Митино","19168","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Парус» Филиала № 7701 Банка ВТБ (ПАО)","127238, г. Москва, Локомотивный проезд, д. 4","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","09:00-20:00","Да","Мини_расш","Y","N","55.838001","37.576862","null","9719","null","False"
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Невский» Филиала № 7701 Банка ВТБ (ПАО)","125212, г. Москва, ул. Адмирала Макарова, д. 6, стр. 13","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.835659","37.490498","Москва, Замоскворецкая линия, метро Водный стадион","12174","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Красногорский» Филиала № 7701 Банка ВТБ ПАО)","143400, Московская область, г. Красногорск, ул. Ленина, д. 38б","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.833855","37.298939","null","21965","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «На Ленина» Филиала № 7701 Банка ВТБ (ПАО)","143400, Московская область, г. Красногорск, ул. Ленина, д.38б","","открытая","пн-чт","09:00-18:00","нет РКО","","пн-пт","09:00-20:00","Да","Стандарт","null","null","55.833855","37.298939","null","21965","null","False"
"","","","","пт","09:00-17:00","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","сб,вс","выходной","","","в","выходной","","","","","","","","","",""
"ДО «Северо-Западный» Филиала № 7701 Банка ВТБ (ПАО)","123362, г. Москва, ул. Свободы, д. 13/2, стр. 1А","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.829266","37.451313","null","13476","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Подмосковный» Филиала № 7701 Банка ВТБ (ПАО)","143404, Московская область, г. Красногорск, ул. Ленина, д. 25а","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.827133","37.312019","null","20920","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «ВДНХ» Филиала № 7701 Банка ВТБ (ПАО)","129366, г. Москва, пр-т Мира, д. 180","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.824406","37.646042","Москва, Калужско-Рижская линия, метро ВДНХ","7981","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
